"x","y","BASEFLOW_1"
-126.84375,58.03125,25.9100565891713
-126.78125,58.03125,17.7589824306779
-126.71875,58.03125,7.85868467995897
-126.65625,58.03125,15.3095564327668
-125.28125,58.03125,8.85897383093834
-125.21875,58.03125,1.56455756071955
-125.15625,58.03125,1.71331851137802
-125.09375,58.03125,1.49017708539031
-125.03125,58.03125,1.80565289454535
-124.96875,58.03125,1.73127241921611
-126.96875,57.96875,17.7102503951173
-126.90625,57.96875,24.671236948343
-126.84375,57.96875,24.6404588206206
-126.78125,57.96875,19.7441716687754
-126.71875,57.96875,6.85583068500273
-126.65625,57.96875,6.21974937873892
-126.59375,57.96875,10.9980537076481
-126.53125,57.96875,14.416990728816
-126.46875,57.96875,16.60993232904
-126.21875,57.96875,2.45199357671663
-126.15625,57.96875,7.2020846218802
-126.09375,57.96875,6.87378459284082
-126.03125,57.96875,5.77859621471725
-125.96875,57.96875,14.0502180401236
-125.90625,57.96875,8.63070271699689
-125.84375,57.96875,8.2254573686514
-125.78125,57.96875,8.45629332656972
-125.59375,57.96875,15.6378564618062
-125.53125,57.96875,17.7871957144234
-125.46875,57.96875,14.9658673398662
-125.40625,57.96875,18.8336520569865
-125.34375,57.96875,16.2713729240932
-125.28125,57.96875,10.6620591466781
-125.21875,57.96875,1.41323176608421
-125.15625,57.96875,1.59020600048825
-125.09375,57.96875,1.48761224141344
-125.03125,57.96875,2.2134630868677
-124.96875,57.96875,2.02366463257931
-124.90625,57.96875,2.13908261153847
-126.96875,57.90625,18.705409858143
-126.90625,57.90625,21.1163631964009
-126.84375,57.90625,26.4589332002215
-126.78125,57.90625,26.4409792923834
-126.71875,57.90625,19.2722403770313
-126.65625,57.90625,11.6726076735649
-126.59375,57.90625,6.88147912477143
-126.53125,57.90625,12.8780843426939
-126.46875,57.90625,15.5019197310321
-126.40625,57.90625,14.4067313529085
-126.34375,57.90625,20.0057857544161
-126.21875,57.90625,3.13680691854097
-126.15625,57.90625,1.57481693662703
-126.09375,57.90625,4.66801877273247
-126.03125,57.90625,7.55346824671142
-125.96875,57.90625,12.2343085044995
-125.90625,57.90625,16.3508830873761
-125.84375,57.90625,12.6113405690994
-125.78125,57.90625,8.29727300000377
-125.71875,57.90625,4.92450317041948
-125.65625,57.90625,19.0337098871823
-125.59375,57.90625,18.8541708088014
-125.53125,57.90625,12.7934444914572
-125.46875,57.90625,20.8085819191765
-125.40625,57.90625,17.045955805108
-125.34375,57.90625,17.5563597565051
-125.28125,57.90625,2.33144590980373
-125.21875,57.90625,1.59533568844199
-125.15625,57.90625,2.09291541995481
-125.09375,57.90625,2.03905369644053
-125.03125,57.90625,2.61357874725945
-124.96875,57.90625,0.954124694224447
-124.90625,57.90625,1.36706457450055
-126.90625,57.84375,17.8667058777064
-126.84375,57.84375,20.8650084866676
-126.78125,57.84375,25.2611510630231
-126.71875,57.84375,23.406768867746
-126.65625,57.84375,18.1693574669771
-126.59375,57.84375,13.8065578623209
-126.53125,57.84375,5.83758762618527
-126.46875,57.84375,12.3445967955049
-126.40625,57.84375,10.0798395639285
-126.34375,57.84375,13.1243093644734
-126.28125,57.84375,17.6871667993255
-126.21875,57.84375,11.0211373034399
-126.15625,57.84375,4.16274450928904
-126.09375,57.84375,3.42150459997356
-126.03125,57.84375,8.67430506460369
-125.96875,57.84375,14.2861836859956
-125.90625,57.84375,4.61415704921819
-125.84375,57.84375,4.80139065952972
-125.78125,57.84375,6.73015333013609
-125.71875,57.84375,8.47937692236155
-125.65625,57.84375,17.0023534575012
-125.59375,57.84375,18.466879368294
-125.53125,57.84375,18.566908283392
-125.46875,57.84375,18.5515192195307
-125.40625,57.84375,23.0989875905216
-125.34375,57.84375,4.63980548898689
-125.28125,57.84375,1.12340439669788
-125.21875,57.84375,2.96496237209067
-125.15625,57.84375,3.5984788343776
-125.09375,57.84375,1.6286786601413
-125.03125,57.84375,2.02622947655618
-124.96875,57.84375,0.438591054873541
-124.90625,57.84375,1.32602707087062
-126.96875,57.78125,17.697426175233
-126.90625,57.78125,18.1360144952778
-126.84375,57.78125,22.2936265817843
-126.78125,57.78125,19.3030185047537
-126.71875,57.78125,25.4971167088952
-126.65625,57.78125,27.2437754571438
-126.59375,57.78125,19.7159583850298
-126.53125,57.78125,11.31609436078
-126.46875,57.78125,9.82079032226466
-126.40625,57.78125,12.6344241648912
-126.34375,57.78125,4.87064144690521
-126.28125,57.78125,13.7219180110842
-126.21875,57.78125,20.7547201956622
-126.15625,57.78125,20.503365485929
-126.09375,57.78125,6.28387047816068
-126.03125,57.78125,2.09291541995481
-125.96875,57.78125,2.90084127266891
-125.90625,57.78125,10.9647107359488
-125.84375,57.78125,13.824511770159
-125.78125,57.78125,18.4848332761321
-125.71875,57.78125,11.2006763818208
