Station,Longitude,Latitude,Year,MaxDate,MaxFlow,Baseflow_Covariate
ARNT7,-124.91269,57.2514,2005,2005-06-15,245.398193359,11.127282407910874
ARNT7,-124.91269,57.2514,2006,2006-06-16,293.567047119,10.755502325689626
ARNT7,-124.91269,57.2514,2007,2007-05-30,315.331207275,12.46220828856652
ARNT7,-124.91269,57.2514,2008,2008-06-29,327.910736084,13.92804719036859
ARNT7,-124.91269,57.2514,2009,2009-06-03,402.819946289,14.412360879437376
ARNT7,-124.91269,57.2514,2010,2010-05-22,269.83682251,9.572126001533535
ARNT7,-124.91269,57.2514,2011,2011-06-05,359.328552246,15.26232817929445
ARNT7,-124.91269,57.2514,2012,2012-06-22,362.078704834,14.595510130696413
ARNT7,-124.91269,57.2514,2013,2013-06-23,360.170196533,17.062220997125323
ARNT7,-124.91269,57.2514,2014,2014-06-04,498.569915771,16.262555252191508
ARNT7,-124.91269,57.2514,2015,2015-06-08,307.986755371,10.352122548708898
ARNT7,-124.91269,57.2514,2016,2016-05-19,334.207885742,13.78649345568071
ARNT7,-124.91269,57.2514,2017,2017-06-11,529.441101074,19.244857056583797
ARNT7,-124.91269,57.2514,2018,2018-06-13,297.801239014,12.041416434881588
ARNT7,-124.91269,57.2514,2019,2019-06-03,329.308807373,14.087335447625568
ARNT7,-124.91269,57.2514,2020,2020-05-18,336.484771729,10.108031028985149
ARNT7,-124.91269,57.2514,2021,2021-06-10,298.493438721,12.235851291411867
ARNT7,-124.91269,57.2514,2022,2022-06-01,262.443969727,10.023872658248163
ARNT7,-124.91269,57.2514,2023,2023-05-26,298.444793701,10.45240321269052
ARNT7,-124.91269,57.2514,2024,2024-06-20,268.749298096,11.155012752291643
ARNT7,-124.91269,57.2514,2025,2025-06-09,393.619506836,14.626142487861216
ARNT7,-124.91269,57.2514,2026,2026-06-29,225.220962524,5.966536340303719
ARNT7,-124.91269,57.2514,2027,2027-06-22,458.222839355,16.100687428015387
ARNT7,-124.91269,57.2514,2028,2028-06-17,372.434265137,13.761987569948865
ARNT7,-124.91269,57.2514,2029,2029-06-28,250.335464478,7.3088784758518965
ARNT7,-124.91269,57.2514,2030,2030-06-04,283.362945557,13.118708069487992
ARNT7,-124.91269,57.2514,2031,2031-05-30,235.238372803,10.851913639292535
ARNT7,-124.91269,57.2514,2032,2032-06-11,271.882019043,11.746056022639904
ARNT7,-124.91269,57.2514,2033,2033-05-29,259.404754639,9.3825278329766455
ARNT7,-124.91269,57.2514,2034,2034-06-06,352.367095947,14.608730411157012
ARNT7,-124.91269,57.2514,2035,2035-06-07,341.57824707,13.984797662589699
ARNT7,-124.91269,57.2514,2036,2036-06-22,254.851806641,8.433892098462415
ARNT7,-124.91269,57.2514,2037,2037-06-11,236.575927734,7.9444192755553455
ARNT7,-124.91269,57.2514,2038,2038-06-13,327.837585449,13.805840207574269
ARNT7,-124.91269,57.2514,2039,2039-06-17,370.408752441,10.99765917022402
ARNT7,-124.91269,57.2514,2040,2040-05-28,570.88482666,24.530389673904413
ARNT7,-124.91269,57.2514,2041,2041-06-11,329.976745605,13.495002393817735
ARNT7,-124.91269,57.2514,2042,2042-06-01,377.441864014,15.537052056183004
ARNT7,-124.91269,57.2514,2043,2043-06-01,396.127441406,21.68287024103726
ARNT7,-124.91269,57.2514,2044,2044-05-30,338.596466064,12.483167269784543
ARNT7,-124.91269,57.2514,2045,2045-06-06,330.078765869,11.301403174952915
ARNT7,-124.91269,57.2514,2046,2046-06-19,355.823699951,11.192416472619193
ARNT7,-124.91269,57.2514,2047,2047-06-03,325.009490967,13.242527281606776
ARNT7,-124.91269,57.2514,2048,2048-06-04,327.935394287,10.070627308657599
